song_name,link,lyrics
Folklore Interlude (Wildest Dreams x Seven),https://genius.com/Taylor-swift-folklore-interlude-wildest-dreams-x-seven-annotated,"1 Contributor
Folklore Interlude (Wildest Dreams x Seven) Lyrics
[Intro x Wildest Dreams]
If you wish to romanticize the woman I became
Then say you'll remember me
Standin' in a nice dress
Starin' at the sunset
Or you could begin at the beginning
And in that case

[Seven]
Please picture me in the trees
I hit my peak at seven,
Feet in the swing over the creek
I was too scared to jump in
But I was high in the sky
Pennsylvania under me
Are there still beautiful things?

Sweet tea in the summer
Cross your heart, won't tell no other
And though I can't recall your face
I still got love for you
Your braids make a pattern
Love you to the Moon and to Saturn
Passed down like folk songs
The love lasts so long"
Elizabeth Taylor (Original Songwriting Voice Memo),https://genius.com/Taylor-swift-elizabeth-taylor-original-songwriting-voice-memo-lyrics,"6 Contributors
Elizabeth Taylor (Original Songwriting Voice Memo) Lyrics
[Intro]
This is an idea I had for a song called ""Elizabeth Taylor""
'Cause her eyes are violet
And I kinda had this idea of, like, a lovelorn, desperate, um, love affair song
Um, here's just the basic—
I mean, obviously, change the chords, change whatever, we'll get in there and figure it out, but
Chorus idea

[Chorus]
And I'd
And I'd cry my eyes violet, Elizabeth Taylor
Tell me for real, do you think it's forever?
Been number one, but I nеver had two
And I can't have fun if I can't have you
Bе my New York when hollywood hates me
Only as cool as your last hit, baby
Been number one, but I never had two
I can't have fun if I can't have you

[Outro]
I don't know, just an idea, but it's been stuck in my head for a couple of days, the ""Cry my eyes violet, Elizabeth Taylor / Tell me for real, do you think it's forever?""
There's a lot of really cool lyrical things we could play with
She has so many cool, like, um, movie titles that are just so cool, and like White Diamonds, National Velvet, and, the, all the Richard Burton lore
Like, I just would—
I think I'd have a bit of a blast writing this one"
Anti-Hero (Roosevelt Remix),https://genius.com/Taylor-swift-anti-hero-roosevelt-remix-lyrics,"8 Contributors
Translations
Anti-Hero (Roosevelt Remix) Lyrics
[Intro]
The anti-hero
The anti-hero
The anti-hero
The anti-hero

[Verse 1]
I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

[Pre-Chorus]
I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)

I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)


[Chorus]
It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero


[Post-Chorus]
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero

[Verse 2]
Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed

[Pre-Chorus]
Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)

I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)


[Chorus]
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero


[Post-Chorus]
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) Rooting for the anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me) The anti-hero
The anti-hero
The anti-hero
The anti-hero

[Chorus]
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Post-Chorus]
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero
(It's me, hi, it's me, hi) The anti-hero"
Too Beautiful,https://genius.com/Taylor-swift-too-beautiful-lyrics,
The Last Time (VEVO Version),https://genius.com/Taylor-swift-the-last-time-vevo-version-lyrics,"3 Contributors
The Last Time (VEVO Version) Lyrics
This is the VEVO version of this song, for the RED album version click here. On November 15th, 2013, almost a year after the release of the 2012 RED album version of “The Last Time”, Taylor rereleased an… Read More 
[Verse 1: Gary Lightbody]
Find myself at your door
Just like all those times before
I’m not sure how I got there
All roads they lead me here
I imagine you are home
In your room, all alone
And you open your eyes into mine
And everything feels better

[Hook: Both]
And right before your eyes
I’m breaking
No fuss, no reasons why
Just you and me
(e-he-e-he-e-he-e-he-e-he-e-he-e-he-e-he)

[Chorus: Both]

This is the last time I’m asking you this
Put my name at the top of your list
This is the last time I’m asking you why
You break my heart in the blink of an eye
(eye, eye)

[Verse 2: Taylor Swift]
You find yourself at my door
Just like all those times before
You wear your best apology
But I was there to watch you leave
And all the times I let you in
Just for you to go again
Disappear when you come back
Everything is better


[Hook: Both]
And right before your eyes
I’m aching
No fuss, nowhere to hide
Just you and me
(e-he-e-he-e-he-e-he-e-he-e-he-e-he-e-he)

[Chorus: Both]

This is the last time I’m asking you this
Put my name at the top of your list
This is the last time I’m asking you why
You break my heart in the blink of an eye
(eye, eye)

[Bridge: Taylor Swift and Gary Lightbody]
This is the last time you tell me I’ve got it wrong
This is the last time I say it’s been you all along
This is the last time I let you in my door
This is the last time, I won’t hurt you anymore
Oh-ho, oh-ho, oh-ho, oh-ho
Oh-ho, oh-ho, oh-ho, oh-ho

[Chorus: Both]

This is the last time I’m asking you this
Put my name at the top of your list
This is the last time I’m asking you why
You break my heart in the blink of an eye


[Outro: Both]
This is the last time I’m asking you, last time I'm asking you
Last time I'm asking you this
This is the last time I’m asking you, last time I'm asking you
Last time I'm asking you this"
"Love, Taylor: Lover Enhanced Album",https://genius.com/Taylor-swift-love-taylor-lover-enhanced-album-annotated,"1 Contributor
Love, Taylor: Lover Enhanced Album Lyrics
8/20/2019 Upload
Welcome Video
""Dear Lover, I can't talk to you when you're like this""

Taylor Swift - ""Lover""

Benjamin Francis Leftwich - ""4AM in London""

Dixie Chicks - ""Easy Silence""

Dermot Kennedy - ""Outnumbered""
Lykke Li - ""bad woman""

Jimmy Eat World - ""For Me This Is Heaven""
Lana Del Rey - ""Looking For America""

Donna Lewis - ""I Love You Always Forever""
Nicki Minaj - ""Come See About Me""
Blondie - ""Maria""
Taylor Swift - ""You Need to Calm Down""
Clairo - ""Alewife""
Phil Collins - ""Can't Stop Loving You""
Annie Lennox - ""No More 'I Love You's'""
Taylor Swift - ""The Archer""
Liz Phair - ""Why Can't I?""
Okay Kaya - ""Believe""
James Blake - ""Into The Red""
Kesha - ""Past Lives""
Taylor Swift - ""ME!"" (feat. Brendon Urie)"
Blank Space,https://genius.com/Scott-bradlees-postmodern-jukebox-blank-space-lyrics,"7 Contributors
Blank Space Lyrics
[Verse 1]
Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
“Oh my God, look at that face
You look like my next mistake.”
Love’s a game, want to play, hey?
New money, suit & tie
I can read you like a magazine
Ain’t it funny, rumors fly
And I know you heard about me
So hey, let’s be friends
I’m dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

[Chorus]
So it’s gonna be forever
Or it’s gonna go down in flames
You can tell me when it’s over, mhm
If the high was worth the pain
Got a long list of ex-lovers
They’ll tell you I’m insane
’Cause you know I love the players
And you love the game
’Cause we’re young and we’re reckless
We’ll take this way too far
It’ll leave you breathless, hm
Or with a nasty scar
Got a long list of ex-lovers
They’ll tell you I’m insane
But I’ve got a blank space, baby
And I’ll write your name


[Verse 2]
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You’re the King, baby, I’m your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh no
Screaming, crying, perfect storms
I can make all the tables turn
Rose gardens filled with thorns
Keep you second guessing like
“Oh my God, who is she?”
I get drunk on jealousy
But you’ll come back each time you leave
Cause darling I’m a nightmare dressed like a daydream

[Chorus]
So it’s gonna be forever
Or it’s gonna go down in flames
You can tell me when it’s over, mhm
If the high was worth the pain
Got a long list of ex-lovers
They’ll tell you I’m insane
’Cause you know I love the players
And you love the game
’Cause we’re young and we’re reckless
We’ll take this way too far
It’ll leave you breathless, hm
Or with a nasty scar
Got a long list of ex-lovers
They’ll tell you I’m insane
But I’ve got a blank space, baby
And I’ll write your name


[Bridge]
Boys only want love if it’s torture
Don’t say I didn’t, say I didn’t warn ya
Boys only want love if it’s torture
Don’t say I didn’t, say I didn’t warn ya

[Chorus]
So it’s gonna be forever
Or it’s gonna go down in flames
You can tell me when it’s over, mhm
If the high was worth the pain
Got a long list of ex-lovers
They’ll tell you I’m insane
’Cause you know I love the players
And you love the game
’Cause we’re young and we’re reckless
We’ll take this way too far
It’ll leave you breathless, hm
Or with a nasty scar
Got a long list of ex-lovers
They’ll tell you I’m insane
But I’ve got a blank space, baby
And I’ll write your name"
"​enough for you / 1 step forward, 3 steps back",https://genius.com/Olivia-rodrigo-enough-for-you-1-step-forward-3-steps-back-lyrics,"5 Contributors
​enough for you / 1 step forward, 3 steps back Lyrics
[Verse 1: enough for you]
I wore makeup when we dated
'Cause I thought you'd like me more
If I looked like the other prom queens
I know that you loved before
Tried so hard to be everything that you liked
Just for you to say you're not the compliment type

[Verse 2: enough for you]
And I knew how you took your coffee
And your favorite songs by heart
I read all of your self-help books
So you'd think that I was smart
Stupid, emotional, obsessive little me
I knew from the start this is exactly how you'd leave

[Chorus: enough for you]
You found someonе more exciting, the nеxt second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied, but I don't think that's true
'Cause all I ever wanted was to be enough for you
Yeah, all I ever wanted was to be enough for you

[Verse 3: enough for you]
And maybe I'm just not as interesting
As the girls you had before
But God, you couldn't have cared less
About someone who loved you more
I'd say you broke my heart
But you broke much more than that
Now, I don't want your sympathy
I just want myself back


[Chorus: enough for you]
Before you found someone more exciting, the next second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied, but I don't think that's true
'Cause all I ever wanted was to be enough

[Chorus: 1 step forward, 3 steps back]
It's one step forward and three steps back
I'm the love of your life until I make you mad
It's always one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand

[Bridge: 1 step forward, 3 steps back]
No, it's back and forth, did I say something wrong?
It's back and forth, going over everything I said
It's back and forth, did I do something wrong?
It's back and forth, maybe this is all your fault instead

[Outro: enough for you]
And they'll think that I am so exciting
And you'll be the one who's crying
Yeah, you always say I'm never satisfied, but I don't think that's true
You say I'm never satisfied, but that's not me, it's you
'Cause all I ever wanted was to be enough
But I don't think anything could ever be enough for you
Enough for you, oh
No, nothing's enough for you"
This Is Really Happening,https://genius.com/Britni-hoover-this-is-really-happening-lyrics,"1 Contributor
This Is Really Happening Lyrics
[Verse 1]
Beneath the chandelier of stars and atmosphere
Tangled like the roots on the ground
The windows opened up
The wind is blowing and we're both not making a sound
It’s like I'm melting on into you
Give me a reason why we should ever move
And

[Chorus]
Tell me you'll never leave me
And I’m not crazy and
This is really happening
That this is really happening

[Verse 2]
Could this be better?
You write me letters
So you see me every day
You tend to treat me like
My name is up in lights
It really blows me away

Lock me up in a dark room
And I still can't take my eyes off you


[Chorus]
Tell me you'll never leave me
And I'm not crazy and
This is really happening
That this is really happening

[Bridge]
All those kisses up against your car
For all those wishes on planes
We thought were stars
Memories like photographs
Oh, baby, here we are

[Chorus]
Tell me you'll never leave me
And I'm not crazy
Oh, and this is really happening
Oh, oh, baby
Tell me you'll always need me
That I drive you crazy
And this is really happening
Oh, that this is really happening"
Sparks Fly (Live/2011),https://genius.com/Taylor-swift-sparks-fly-live-2011-lyrics,"7 Contributors
Translations
Sparks Fly (Live/2011) Lyrics
[Spoken Intro]
I don’t think you should wait, you speak now
Drop everything now

[Verse 1]
The way you move is like a full on rainstorm
And I'm a house of cards
You're the kind of reckless
That should send me running
But I kinda know that I won't get far

And you stood there in front of me
Just close enough to touch
Close enough to hope you couldn't see
What I was thinking of

[Chorus]
Drop everything now
Meet me in the pouring rain
Kiss me on the sidewalk
Take away the pain

'Cause I see sparks fly whenever you smile

Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around

I see sparks fly whenever you smile


[Verse 2]
My mind forgets to remind me
You're a bad idea
You touch me once and it's really something
You find I'm even better than you imagined I would be
I'm on my guard for the rest of the world
But with you I know it's no good
Well I could wait patiently but I really wish you would


[Chorus]
Drop everything now
Meet me in the pouring rain
Kiss me on the sidewalk
Take away the pain

'Cause I see sparks fly whenever you smile

Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around

I see sparks fly whenever you smile


[Bridge]
I run my fingers through your hair and watch the lights go wild
Just keep on keeping your eyes on me, it's just wrong enough to make it feel right
And lead me up the staircase
Won't you whisper soft and slow?
I'm captivated by you, baby, like a firework show

[Interlude]
Drop everything now
Meet me in the pouring rain
Drop everything now
Take away (take away) the pain
Drop everything now
Meet me in the pouring rain
Drop everything now
(Take away, take away the pain)
Drop everything now
Meet me in the pouring rain
Kiss me on the sidewalk
Take away the pain

'Cause I see sparks fly whenever you smile

Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around

I see sparks fly whenever you smile



[Outro]
And the sparks fly"
Ruin The Friendship (Clean Version),https://genius.com/Taylor-swift-ruin-the-friendship-clean-version-lyrics,"3 Contributors
Ruin The Friendship (Clean Version) Lyrics
[Verse 1]
Glistening grass from September rain

Gray overpass full of neon names

You drive (Mm, mm)
Eighty-five (Mm, mm)

Gallatin Road and the Lakeside Beach

Watching the game from your brother's Jeep

Your smile (Mm, mm)
Miles wide


[Chorus]
And it was not an invitation
Should've kissed you anyway
Should've kissed you anyway
And it was not convenient, no
But your girlfriend was away
Should've kissed you anyway, hey


[Verse 2]
Shiny wood floors underneath my feet
Disco ball makes everything look cheap

Have fun (Mm, mm)
It's prom (Mm, mm)
Wilted corsage dangles from my wrist

Over his shoulder, I catch a glimpse
And see (Mm, mm)
You looking at mе


[Chorus]
And it was not an invitation
But as the 50 Cent song played (Song playеd)

Should've kissed you anyway (Anyway)
And it was not (And it was not) convenient (Convenient), no
Would've been the best mistake

Should've kissed you anyway, hey

[Bridge]
Don't make it awkward in second period
Might tick your ex off, lately, we've been good
Staying friends is safe, doesn't mean you should

Don't make it awkward in second period
Might tick your ex off, lately, we've been good
Staying friends is safe, doesn't mean you should

[Verse 3]
When I left school, I lost track of you
Abigail called me with the bad news

Goodbye
And we'll never know why


[Chorus]
It was not an invitation

But I flew home anyway
With so much left to say

It was not convenient, no

But I whispered at the grave
""Should've kissed you anyway,"" ooh

And it was not (It was not) an invitation (Invitation)
Should've kissed you anyway (Anyway)
Should've kissed you anyway (Anyway), anyway
And it was not—


[Post-Chorus]
My advice is to always ruin the friendship
Better that than regret it for all time

Should've kissed you anyway
And my advice is to always answer the question
Better that than to ask it all your life

Should've kissed you anyway

[Outro]
Should've kissed you anyway"
Beautiful Days,https://genius.com/Taylor-swift-beautiful-days-lyrics,"12 Contributors
Translations
Beautiful Days Lyrics
[Verse 1]
Mh, oh yeah
A moment just passed
And I know it's hard to believe, but it could have been something
And I could have smiled your way
Maybe you’d see there's something in me that loves you

[Chorus]
I've been waiting for that sweet second that never was
That period of time, that vision in my mind
That feeling of melting into you
The time I could’ve lived it, but I didn't take a chance
Keep it on your mind, you'll always like to dance
Living like you love it, you love it just the same
'Cause life is made up of those moments
That you let slip away
Life is just beautiful, beautiful days

[Verse 2]
What if I hadn't turned around?
And I'd kept walking, and looked through your starry eyes
Well, I would have known it then
Instead of just waiting to find out if I love you

[Chorus]
I've been waiting for that sweet second that never was
That period of time, that vision in my mind
That feeling of melting into you
The time I could've lived it, but I didn’t take the chance
Keep it on your mind, you’ll always like to dance
Living like you love it, you love it just the same
Well, life is made up of those moments
That you let slip away
Life is just beautiful, beautiful days


[Bridge]
Will you love me when tomorrow comes?
It's just another Monday, baby won’t you come with me?
And see me in a different light?

I could be your angel if you want to take a chance
Baby, if you knew me, you'd know I'll always dance
Love me like you need me, and I'll be yours, true

[Outro]
All that matters to me is you, babe
You’re never gonna slip away
Life is just beautiful, life is just beautiful
Life is just beautiful, beautiful days
Beautiful days
Beautiful, beautiful, beautiful days"
Formula 1 Grand Prix Concert Outfit,https://genius.com/Taylor-swift-formula-1-grand-prix-concert-outfit-annotated,"3 Contributors
Formula 1 Grand Prix Concert Outfit Lyrics"
None of the Above,https://genius.com/Taylor-swift-none-of-the-above-lyrics,
I Don’t Wanna Live Forever,https://genius.com/Cimorelli-i-dont-wanna-live-forever-lyrics,"6 Contributors
I Don’t Wanna Live Forever Lyrics
[Intro: Dani]
Ooooooo-oooh
Ooooooo-oooh

[Verse1: Dani]
I'm sitting eyes wide open behind these four walls
Hoping you'll call
It's just a cruel existence
Like there's no point hoping at all

[Pre-Chorus 1: Amy]
Baby, baby, I feel crazy
Up all night, all night and every day
Give me something, oh
But you say nothing
What is happening to me?

[Chorus: Lisa, Dani]
And I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home


[Verse 2: Katherine]
I'm sitting eyes wide open
And I got one thing stuck on my mind
Wondering if I dodged a bullet
Or just lost the love of my life, woah

[Pre-Chorus 2: Lauren]
Baby, baby, I feel crazy
Up all night, all night and every day
I give you something, oh
But you give me nothing
What is happening to me?

[Chorus: Lisa, Dani]
And I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home

[Christina & Lauren]
I've been looking sad in all the nicest places
(Baby, baby, I feel crazy)
I see you around in all these empty faces
(Up all night, all night and everyday)
I've been looking sad in all the nicest places
(Gave me something, oh, but you'd say nothing)
Now I'm in a cab, I show him where your place is
What is happening to me?


[Chorus: Lisa, Dani]
And I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit wherever (wherever)
I just wanna keep calling your name
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)
I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)
I said I just wanna keep calling your name (ooh)
Until you come back home (Oooooooh)

[Outro: Katherine, Dani]
I just wanna keep calling your name (Oooh)
Until you come back home (Oooooooh)
Until you come back home (Oooh)"
Honey (Original Songwriting Voice Memo),https://genius.com/Taylor-swift-honey-original-songwriting-voice-memo-lyrics,"3 Contributors
Honey (Original Songwriting Voice Memo) Lyrics
Yeah
One, two, three, four
Oh-oh-oh
You can call me anything you want, anything you want, you want
Ooh-ooh-ooh
You can call me anytime you want if you mean it when you talk
Yeah
When you talk, or like, yeah
Yeah, yeah, love
When you talk
I'm gonna record to remember those notes, maybe those notes, or not exactly, but they are, but play through the chorus, one, two, three, four
Honey
He was standing in the bathroom, white tee
He was saying that skirt didn't fit me and I cried the whole way home
If anyone called me ""honеy""
He was standing at the bathroom, white tee
You wеre saying that skirt don't fit me and I cried the whole way home
But you
Ooh-ooh-ooh
You can call me anything you want, anything you want, you want
Ooh-ooh-ooh
Oh, wait, wait, wait
But doesn't it go then into
You love my face
Redefine all of those blues
When you say ""Honey""
Post tune, bla-bla-bla
You can call me anything you want, anything you want, you want
That's what I think it is
'Cause we go into that
You touch my face
Jazzy
Redefine all of those blues
It's last in this key
But then we go back to the chorus chords
La-da-na-na
You can call me anything you want, anything you want, you want
Na-na-na
You can call me anytime at all, as long as you mean it when you talk
So we don't have that in the bridge?
Touch my face
That's the pre
Right there
Face, redefine all of those blues
When you say ""Honey""
The bridge
Ah-ah-ah
You can call me anything you want, anything you want, you want
It's in the chorus, but it's like that
I think it's like, it's like
A pre-chorus going into this, like, explosive pop post-hook of just, 'cause, I just, I think that's what it is
No, no, no, I'm saying
When you say ""Honey""
So, you're saying, 'cause you're still, so, so, so
Just to try to find my
Okay, here
Um
So you're saying that the
So that's a part
And then the you, is that like a—
That's like a pre-chorus
That's like your verse
The way I'm looking at it, in terms of just structurewise
The first thing we hear is
If anyone called me sweetheart
Right?
Then you go into
But you touch my face
Redefine all of those blues
When you say
Then the track gets bigger
Honey
And it's romantic
It sounds romantic
You can tell me anything you want, anything you want, you want
Right
You can call me anytime at all, 'cause you mean it when you talk
That's how it goes
It could be, I don't know
And then what happens after that, like, the hook?
If anyone called me late night
It was in a different manner
My mind
He was saying
It could be just one of those—
I think we have to record the chorus to get it
It's a little confusing in my head
But I love that thing
Yeah
It's just like, where do we—
'Cause I was in love with the verse idea
But let's record with instruments
Yeah"
Halfway to Texas,https://genius.com/Taylor-swift-halfway-to-texas-lyrics,"9 Contributors
Translations
Halfway to Texas Lyrics
“Halfway to Texas” was featured on a 2003 demo CD, which was shared by Brian Mansfield via Instagram in November 2018. As of July 2019, no audio has surfaced online.
[Verse 1]
When I got mad at you, I always said I'd move to Texas
As a crazy little girl, what was I supposed to do?
And I'm still crazy and I guess I haven't gotten much better
You're getting complicated, so I'll hit the road for someplace new

[Chorus]
Well, I'm halfway to Texas, enjoying this roadside view
Just clearing my head, trying not to think back on you
And I'm trying to be strong
Maybe this whole thing is wrong
So I'll focus on the winding road leading to Texas

[Verse 2]
The wind in my hair is reminding me of the way you held me
Back home is far, I won't give up just yet
Right now you'll probably call wondering what I'm doing
And a voice in the wind will tell you I'm a long time gone

[Chorus]
Well, I'm halfway to Texas, kinda thinking back on you
There's a thought in my head saying my best option is you
And I hope I can stay strong
I'm starting to think this is wrong
I'll just focus on the winding road leading to Texas


[Bridge]
I've stopped the car, all I can think of is you
Maybe you were right, now I know how much I love you

[Outro]
I'm halfway to Texas, I'm turned around 'cause I love you
I'm coming back to you darling, wanna spend my life with you
And I know I have this wrong
I've stayed away from you this long
I'm taking you with me next time I go to Texas
I'm taking you with me next time I go to Texas"
Mary Jo,https://genius.com/Taylor-swift-mary-jo-lyrics,"9 Contributors
Translations
Mary Jo Lyrics
“Mary Jo” was featured on a 2003 demo CD, which was shared by Brian Mansfield via Instagram in November 2018. As of July 2019, no audio has surfaced online, and it’s unclear who Mary Jo is.
[Verse 1]
There's a little green house off a gravel road
’Bout a mile from Bobby Freeman's farm
Mary Jo runs her own little flower shop
Courtesy of the old red barn
My mama's mama’s lifelong friend, Jo
Didn't like the people of town
Four kids and wildflowers and calla lilies
Jo'd rather have them around

[Pre-Chorus]
Got me a letter, said
""You gotta come home
I'm feeling a little bit low
It's lilac season and I need some help
Keeping my garden grown
Signed, Mary Jo""

[Chorus]
So many questions answered
When I spent that summer with Jo
Lavender pillows and weeping willows
Things I would never have known
'Til Mary Jo

[Verse 2]
We collected bouquets and made lemonade
Mixed rose water perfume
Jo started giving and I started living
Under the pale blue moon
Sang to Jo's records and Sweet Home Kentucky
Watching her garden grow
Says I'm smart and always was lucky
Now I’ll never really know
XO, Mary Jo


[Chorus]
So many questions answered
When I spent that summer with Jo
Lavender pillows and weeping willows
Things I would never have known
’Til Mary Jo

[Bridge]
Summer started packing its bags
And Mary Jo had something on her mind
Cleared her throat and swallowed real hard
And said ""My voice seems to be in a bind
But when I wrote that letter I was really sick
The doctor said I was gonna go
Then you came home and it seems to be gone
You made something in that garden grow
But we'll never know""
Said Mary Jo

[Chorus]
So many questions answered
When I spent that summer with Jo
Lavender pillows and weeping willows
Things I would never have known
’Til Mary Jo"
Fortnight,https://genius.com/Kidz-bop-kids-fortnight-lyrics,"4 Contributors
Fortnight Lyrics
[Verse 1]
I was supposed to be sent away
But they forgot to come and get me
I was just keepin' it copasetic

’Til nobody noticed my new aesthetic
All of this to say I hope you're okay
But you're the reason
And no one here’s to blame
But what about your quiet treason?

[Chorus]
And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers, I wanna tell hеr


[Verse 2]
All my mornings are Mondays stuck in an endless Fеbruary
Went with a miracle move-on mood
, the effects were temporary
And I love you, it's ruining my life
I love you, it's ruining my life
I loved you for only a fortnight

I loved you, but I loved you

[Chorus]
And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers, I wanna tell her

And for a fortnight there, we were together
Run into you sometimes, comment on my sweater
Now you're at the mailbox, turned into good neighbors
Your husband is dreaming, I wanna tell him



[Bridge]
I love you, it's ruining my life
I love you, it's ruining my life
I loved you for only a fortnight
I loved you, I loved you
I love you, it’s ruining my life
I love you, it’s ruining my life
I loved you for only a fortnight
I loved you, I loved you

[Outro]
Thought of callin' ya, but you won’t pick up
'Nother fortnight lost in America
Move to Florida, buy the car you want
But it won't start up 'til you love, love, love me

Thought of calling ya, but you won’t pick up
'Nother fortnight lost in America
Move to Florida, buy the car you want
But it won't start up 'til I love, love, love you"
Come Back...Be Here,https://genius.com/Telethon-come-back-be-here-lyrics,"4 Contributors
Come Back...Be Here Lyrics
[Verse 1]
Said it in a simple way
4 AM, the second day
How strange that I don't know you at all
Stumbled through the long goodbye
One last kiss, then catch your flight
Right when I was just about to fall

[Pre-Chorus 1]
I told myself, don't get attached
But in my mind, I play it back
Spinning faster than the plane that took you

[Chorus]
This is when the feeling sinks in
I don't wanna miss you like this
Come back, be here, come back, be here
I guess you're in New York today
And I don't wanna need you this way
Come back, be here, come back, be here

[Verse 2]
The delicate beginning rush
The feeling you can know so much
Without knowing anything at all
And now that I can put this down
If I had known what I know now
I never would've played so nonchalant


[Pre-Chorus 2]
Taxi cabs and busy streets
They never bring you back to me
I can't help but wish you took me with you

[Chorus 2]
This is when the feeling sinks in
I don't wanna miss you like this
Come back, be here, come back, be here
I guess you're in London today
And I don't wanna need you this way
Come back, be here, come back, be here
(Oh-oh-oh, oh-oh-oh)

[Bridge]
This is falling in love in the cruelest way
This is falling for you when you are worlds away
In New York, be here
You're in London, and I break down
'Cause it's not fair that you're not around

[Chorus]
This is when the feeling sinks in
I don't wanna miss you like this
Come back, be here, come back, be here
I guess you're in New York today
And I don't wanna need you this way
Come back, be here, come back, be here"
Anti-Hero (Behind The Song),https://genius.com/Taylor-swift-anti-hero-behind-the-song-annotated,"3 Contributors
Anti-Hero (Behind The Song) Lyrics
[Spoken]
The story of ""Anti-Hero"" is that it really encapsulates this album and sort of the darkest corners of your mind when you can't sleep. Playing out a dismal version of your very dark future, um, being afraid of what everyone thinks about you. Really exploring your own self-loathing and kind of having a shocking, scary self-awareness about your flaws as a human being, you know? Anxiety, it's, uh, it's all throughout this song."
